,HYP_Erate_emr,HYP_Qrate_emr,scale_factor_Ep_temp,scale_factor_P_temp
first,0.37546387517101204,0.04217467124024576,0.08724999895693196,0.07263892271244389
total,0.7745459675518009,0.26526076954474553,0.2992220281515694,0.2522898153015327
