,HYP_Erate_emr,HYP_Qrate_emr,scale_factor_Ep_temp,scale_factor_P_temp
first,0.6843835609120139,0.11587631678374137,0.000555745582421091,0.009147619719027502
total,0.8865511409258255,0.18199643557125222,0.07052909557628984,0.1317835486930612
